"","fixed acidity","volatile acidity","citric acid","sugar","chlorides","free sulfur","total sulfur","density","pH","sulphates","alcohol"
"1490",6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8
"167",6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2
"53",6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4
"1258",7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11
"205",7,0.43,0.36,1.6,0.089,14,37,0.99615,3.34,0.56,9.2
"1501",7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6
"603",7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3
"1216",8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3
"908",6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5
"60",7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4
"662",7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9
"1163",8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8
"683",8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8
"1454",7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
"1458",7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9
"393",9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5
"1256",6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11
"1425",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6
"1426",8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6
"1083",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5
"1085",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5
"1548",6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1
"946",10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1
"223",6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5
"945",8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1
"718",7.6,0.46,0.11,2.6,0.079,12,49,0.9968,3.21,0.57,10
"75",9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6
"204",7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2
"72",7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5
"1321",9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1
"218",8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1
"1395",6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2
"1496",7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6
"956",8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4
"8",7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10
"1067",6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5
"1054",8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7
"574",10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6
"689",7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4
"1545",8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2
"1015",8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2
"322",9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7
"1273",5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2
"1506",6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95
"893",10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3
"353",7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3
"1441",7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3
"1451",7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3
"313",9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5
"990",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9
"480",9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1
"1542",7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9
"1141",7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5
"242",12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9
"1595",6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5
"1237",7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4
"1070",8,0.62,0.35,2.8,0.086,28,52,0.997,3.31,0.62,10.8
"402",7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8
"543",9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9
"1539",6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12
"875",10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8
"248",8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3
"961",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1
"965",8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1
"1418",7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1
"1369",8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8
"337",8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5
"758",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8
"759",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8
"743",6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2
"889",6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2
"930",8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12
"547",7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5
"1265",8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8
"1150",10,0.35,0.47,2,0.061,6,11,0.99585,3.23,0.52,12
"1136",8,0.25,0.43,1.7,0.067,22,50,0.9946,3.38,0.6,11.9
"802",8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10
"605",8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1
"366",10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8
"289",8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6
"291",8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6
"835",8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4
"1109",8.1,0.78,0.1,3.3,0.09,4,13,0.99855,3.36,0.49,9.5
"1406",7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3
"823",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8
"824",6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8
"461",9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3
"1174",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5
"1175",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5
"688",9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7
"580",10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8
"73",7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5
"705",9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7
"715",9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8
"874",9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1
"891",7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1
"1105",8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4
"881",9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9
"748",8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4
"52",6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4
"380",8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8
"1324",9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11
"342",10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3
"406",8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1
"293",10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3
"1484",8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7
"964",8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2
"735",7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3
"1537",6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3
"873",7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10
"273",10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1
"349",9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10
"1162",8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2
"1243",9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2
"827",7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11
"786",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5
"787",9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5
"1532",6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2
"1269",6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5
"933",7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5
"1488",6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6
"1196",6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5
"700",11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8
"474",9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6
"957",9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3
"491",9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6
"901",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8
"253",11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5
"1529",7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1
"116",9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5
"530",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4
"537",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4
"791",7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7
"608",8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5
"90",7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9
"591",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7
"593",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7
"1223",8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6
"1383",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9
"1384",8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9
"1507",6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8
"913",10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2
"69",9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7
"175",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5
"177",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5
"1353",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3
"1354",7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3
"1513",6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4
"909",7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8
"1304",8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2
"627",8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1
"628",8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1
"1202",7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2
"767",8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4
"1164",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10
"1165",9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10
"307",7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4
"1003",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7
"1007",9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7
"1448",6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7
"258",6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2
"1444",6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7
"746",7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5
"750",7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5
"114",10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7
"1348",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
"1349",7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5
"548",10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7
"1173",9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3
"879",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
"885",8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10
"45",6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5
"271",7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7
"276",7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7
"963",6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5
"1551",7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5
"1031",7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5
"1307",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1
"1309",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1
"1259",6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3
"1260",6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3
"877",7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9
"839",10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2
"294",6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1
"1272",7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7
"330",10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5
"799",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7
"800",9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7
"1253",7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8
"457",8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3
"1443",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
"1447",6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8
"68",6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7
"763",8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10
"714",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4
"717",8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4
"814",6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4
"851",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5
"852",9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5
"222",7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4
"675",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3
"677",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3
"1538",5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2
"1098",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4
"1100",8.6,0.52,0.38,1.5,0.096,5,18,0.99666,3.2,0.52,9.4
"1291",7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11
"1525",6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10
"263",8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10
"79",6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1
"405",7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1
"411",9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5
"1008",9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7
"56",7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5
"1434",6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1
"209",7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4
"221",7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4
"1298",7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1
"257",9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2
"1310",7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2
"1124",10.7,0.4,0.37,1.9,0.081,17,29,0.99674,3.12,0.65,11.2
"179",7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6
"6",7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4
"338",7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3
"1439",7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3
"404",11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5
"1217",7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5
"966",8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11
"228",9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8
"1094",9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12
"1549",11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4
"887",9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4
"1283",7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9
"897",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
"899",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5
"1264",8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6
"925",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2
"929",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2
"432",7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2
"105",7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4
"811",7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5
"1278",7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7
"1580",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
"1582",6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
"251",10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10
"1017",8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6
"551",6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5
"203",6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5
"1550",7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4
"1",7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4
"5",7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4
"749",7.2,0.5,0.18,2.1,0.071,12,31,0.99761,3.52,0.72,9.6
"902",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
"903",7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
"959",6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3
"1275",7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2
"817",9.8,0.51,0.19,3.2,0.081,8,30,0.9984,3.23,0.58,10.5
"907",7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11
"176",6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5
"813",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
"816",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8
"819",7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4
"1552",7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4
"288",7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3
"868",6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2
"78",6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7
"1239",8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6
"215",7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8
"1009",8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12
"120",7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2
"37",7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8
"1195",7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5
"733",7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6
"1224",10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12
"1569",7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2
"201",9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3
"958",9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1
"1108",9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7
"962",7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3
"361",8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4
"762",9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6
"764",9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6
"472",9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4
"1303",9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2
"1129",10,0.43,0.33,2.7,0.095,28,89,0.9984,3.22,0.68,10
"720",7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5
"870",7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9
"860",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2
"869",6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2
"836",7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3
"1012",8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4
"1032",7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11
"27",7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5
"1005",8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3
"389",7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2
"124",8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5
"32",6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6
"477",9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7
"137",8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5
"142",8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5
"172",8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2
"173",8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2
"97",6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7
"497",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9
"501",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9
"1130",10.5,0.43,0.35,3.3,0.092,24,70,0.99798,3.21,0.69,10.5
"1347",6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4
