"","fixed acidity","volatile acidity","citric acid","sugar","chlorides","free sulfur","total sulfur","density","pH","sulphates","alcohol"
"1459",8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5
"1498",6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5
"1500",6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5
"1554",7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4
"986",7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3
"1276",8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5
"1279",8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5
"573",10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4
"614",8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8
"1572",6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1
"1294",7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7
"261",7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3
"159",7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3
"716",7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2
"916",8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9
"214",8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1
"623",10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5
"703",7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4
"797",8.7,0.46,0.31,2.5,0.126,24,64,0.99746,3.1,0.74,9.6
"387",7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2
"663",7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6
"867",6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3
"766",9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5
"1242",9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8
"1063",8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4
"458",9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6
"413",7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3
"1172",7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8
"412",9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5
"697",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
"698",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
"702",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
"385",7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2
"1315",7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1
"1527",6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6
"794",7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8
"1023",7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5
"928",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2
"323",7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3
"770",7.9,0.72,0.01,1.9,0.076,7,32,0.99668,3.39,0.54,9.6
"1135",8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8
"134",6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8
"362",8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9
"710",9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10
"682",8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2
"1367",7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8
"1116",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3
"1117",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3
"1118",7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3
"1316",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8
"1319",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8
"283",7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1
"1137",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4
"1138",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4
"575",10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10
"264",7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3
"1334",9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6
"1014",7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10
"919",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11
"922",8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11
"707",7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10
"11",6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2
"647",7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1
"1292",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9
"1295",8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9
"896",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
"898",7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7
"513",10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7
"1212",6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3
"1340",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
"1341",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
"1342",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
"1344",7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5
"1512",7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8
"1161",10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1
"252",7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9
"255",7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9
"842",6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3
"1432",7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9
"233",8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6
"1318",9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9
"687",7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1
"1579",6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3
"7",7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4
"876",8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8
"1048",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4
"1051",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4
"1140",8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5
"30",7.8,0.645,0,2,0.082,8,16,0.9964,3.38,0.59,9.8
"973",10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6
"678",8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9
"586",7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6
"1343",7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4
"1588",5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9
"1314",7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1
"848",7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9
"249",7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8
"709",7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6
"553",9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10
"1308",6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1
"1025",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5
"1030",7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5
"25",6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7
"236",7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9
"237",7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9
"239",7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9
"858",8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3
"826",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
"828",7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7
"932",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8
"934",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8
"1330",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8
"1331",7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8
"1329",6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3
"765",9.1,0.68,0.11,2.8,0.093,11,44,0.99888,3.31,0.55,9.5
"1074",8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7
"386",7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7
"630",7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3
"1036",10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6
"1581",7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9
"496",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11
"499",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11
"1396",8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55
"1528",7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8
"1400",7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1
"1397",8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55
"1487",6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3
"1379",7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9
"9",7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5
"886",8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5
"1362",8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1
"1092",7.9,0.34,0.42,2,0.086,8,19,0.99546,3.35,0.6,11.4
"1526",6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7
"1197",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5
"1200",7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5
"315",7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11
"1350",6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8
"453",6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10
"462",8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3
"219",7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7
"1153",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8
"1156",8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8
"1249",6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1
"1250",7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9
"1251",7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9
"1474",6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11
"1524",6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4
"831",7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9
"1422",7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4
"1531",6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3
"1184",6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3
"448",9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2
"1563",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
"1564",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
"1565",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
"1568",7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
"953",8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2
"804",7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6
"1001",7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5
"606",8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2
"1428",7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2
"316",7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11
"38",8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7
"1103",6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2
"31",6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1
"444",10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6
"427",6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4
"1035",8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7
"224",8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10
"3",7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8
"180",8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5
"181",8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5
"104",8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2
"106",8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2
"1214",9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5
"633",7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5
"599",8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8
"613",7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10
"1211",6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4
"1213",6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4
"1149",7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6
"1355",7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10
"225",8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4
"29",7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4
"1380",7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8
"1381",7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8
"1102",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12
"1104",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12
"595",7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5
"821",7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7
"1306",7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8
"1311",7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8
"676",9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2
"1010",9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9
"163",7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10
"1203",8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7
"1040",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1
"1043",8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1
"238",7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2
"1255",7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9
"1171",9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5
"212",8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10
"1020",7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4
"970",6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2
"1520",6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2
"779",8.3,0.43,0.3,3.4,0.079,7,34,0.99788,3.36,0.61,10.5
"1464",6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8
"183",7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3
"429",9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3
"118",7.8,0.56,0.12,2,0.082,7,28,0.997,3.37,0.5,9.4
"301",7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7
"407",9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8
"274",8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4
"1142",8.2,0.38,0.32,2.5,0.08,24,71,0.99624,3.27,0.85,11
"88",7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6
"94",7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6
"169",6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4
"753",7.6,0.54,0.13,2.5,0.097,24,66,0.99785,3.39,0.61,9.4
"960",8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10
"1093",7,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5
"1387",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
"1388",7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6
"188",7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7
"1547",7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2
"1486",7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7
"726",9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4
"1170",7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5
"1230",7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5
"1233",7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5
"74",8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2
"1535",6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7
"552",9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10
"1570",6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5
"67",7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6
"490",9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2
"921",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5
"1252",7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8
"197",7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2
"1042",6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8
"1281",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4
"1282",7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4
"1180",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11
"1181",8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11
"751",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5
"752",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5
"754",8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5
"1049",9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9
"390",9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10
"100",8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9
"103",8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9
"449",8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2
"42",8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3
"71",7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5
"194",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7
"195",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7
"226",7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5
"229",7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5
"1361",9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9
"1556",7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55
"1399",7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2
"805",8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9
"1325",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
"1326",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
"1327",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
"1328",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6
"64",7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8
"1392",8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11
"1160",10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8
"247",7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5
"1034",7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4
"629",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3
"631",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3
"1285",7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9
"981",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5
"984",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5
"708",7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5
"1346",8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2
"1463",6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4
"944",9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7
"996",7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1
"1154",9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1
"1228",9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6
"541",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6
"149",6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2
"117",8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10
"1050",9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8
"1066",7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2
"1219",8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6
"101",8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2
"1246",7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5
"1248",7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5
"102",7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4
"943",10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10
"1536",7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7
"1266",7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3
"1267",7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3
"63",7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5
"1394",8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2
"388",8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6
"1503",7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8
"59",7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10
"1431",7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4
"86",6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1
"1284",8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2
"649",8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2
